"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","27","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","27","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","96","1","0.000000","0","96"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","0","44","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","0","33","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","23","1","0.000000","0","0"
"/Game/ModSci_EngiProps/Materials/FireExtinguisher/M_FireExtinguisher_Glass.M_FireExtinguisher_Glass","0","37","7","1","454.317505","0","118"
"/Game/ModSci_EngiProps/Materials/AlarmLight/M_AlarmLight_Glass.M_AlarmLight_Glass","0","37","1","1","211.241699","0","706"
"/Game/ModSci_Engineer/Materials/UI/M_Base_BasicUI.M_Base_BasicUI","0","9","1","1","10.075567","0","53"
"/Game/ModSci_Engineer/Materials/Lights/M_Base_LightTrim.M_Base_LightTrim","0","4","1","1","4.673453","0","13"
"/Game/ModSci_Engineer/Materials/Decals/M_Decal_Base.M_Decal_Base","0","27","1","1","44.208359","0","282"
"/Game/ModSci_Engineer/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","72","1","1","110.112465","0","823"
"/Game/ModSciInteriors/Materials/UI/M_Base_BasicUI.M_Base_BasicUI","0","9","1","1","0.000000","0","53"
"/Game/ModSciInteriors/Materials/M_TextureEmissive.M_TextureEmissive","0","4","4","1","4.726912","0","5"
"/Game/ModSciInteriors/Materials/Lights/M_Base_LightTrim.M_Base_LightTrim","0","4","1","1","0.000000","0","13"
"/Game/ModSciInteriors/Materials/Decals/M_Decal_Base.M_Decal_Base","0","27","1","1","0.000000","0","282"
"/Game/ModSciInteriors/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","72","1","1","0.000000","0","823"
"/Game/ModSciInteriors/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","96","1","1","122.410210","0","983"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","43","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","8","2","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","0","36","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","36","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","0","23","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","24","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","23","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","62","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","88","1","0.000000","0","0"
"/Game/Characters/Mannequin_UE4/Materials/M_MannequinUE4_Body.M_MannequinUE4_Body","0","112","6","2","181.231812","0","952"
"/Game/ModSci_EngiProps/Materials/M_Base_Trim.M_Base_Trim","0","23","1","1","34.187763","0","121"
"/Game/ModSci_EngiProps/Materials/M_Base_Props.M_Base_Props","0","23","1","1","33.903278","0","114"
"/Game/ModSci_Engineer/Materials/Props/M_Base_Props_Masked.M_Base_Props_Masked","0","42","1","1","54.445766","0","409"
"/Game/ModSci_Engineer/Materials/Props/M_Base_Props.M_Base_Props","0","46","2","2","100.807388","0","271"
"/Game/ModSci_Engineer/Materials/Pipes/M_Base_Pipes.M_Base_Pipes","0","69","11","3","95.819595","0","332"
"/Game/ModSci_Engineer/Materials/Glass/M_Glass_Base.M_Glass_Base","0","37","1","1","152.718826","0","196"
"/Game/ModSci_Engineer/Materials/M_Base_Trim.M_Base_Trim","0","23","1","1","0.000000","0","121"
"/Game/ModSci_Engineer/Materials/M_Base_RegUV1.M_Base_RegUV1","0","23","1","1","44.888165","0","153"
"/Game/ModSciInteriors/Materials/Pipes/M_Base_Pipes.M_Base_Pipes","0","69","11","3","0.000000","0","332"
"/Game/ModSciInteriors/Materials/Glass/M_Glass_Base.M_Glass_Base","0","37","1","1","0.000000","0","196"
"/Game/ModSciInteriors/Materials/M_Base_Trim.M_Base_Trim","0","23","1","1","0.000000","0","121"
"/Game/ModSciInteriors/Materials/M_Base_RegUV1.M_Base_RegUV1","0","23","1","1","0.000000","0","153"
"/Game/ModSciInteriors/Materials/M_Base_Props.M_Base_Props","0","23","1","1","39.881454","0","95"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","23","1","0.000000","0","0"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","0","0","96","3","0.000000","0","32"
